title,year,href,details,blurb,citations
Firms and export performance: does size matter?,2020,https://www.emerald.com/insight/content/doi/10.1108/JES-12-2018-0451/full/html,"VTC Ha, MJ Holmes, TM Le - Journal of Economic Studies, 2020 - emerald.com","Purpose The purpose of this paper is to examine the relationship between export performance and firm size. Design/methodology/approach Analysing a large sample of firms in the Vietnamese manufacturing sector, the authors employ a quantile regression approach …",3
Endobronchial ultrasound needles: does size matter,2020,https://pdfs.semanticscholar.org/554f/8cac9d6b936d6030f25b67afb04810843047.pdf,"S Kanth, EM Pickering, A Sachdeva… - Shanghai …, 2020 - pdfs.semanticscholar.org","Endobronchial ultrasound guided sampling is a commonly performed endoscopy procedure. Despite its widespread use, the technical aspects of endobronchial ultrasound-guided transbronchial needle aspiration, including the selection of needle size, have not been …",3
"BMI and VTE Risk in Emergency General Surgery, Does Size Matter? An ACS-NSQIP Database Analysis",2020,https://journals.sagepub.com/doi/abs/10.1177/0003134820940272,"MK Pahlkotter, S Mohidul, MR Moen… - The American …, 2020 - journals.sagepub.com","Background Venous thromboembolism (VTE) is a preventable cause of morbidity and mortality. Emergency general surgery (EGS) patients comprise 7% of hospital admissions in America with a reported rate of VTE of 2.5%. Of these,> 69% required hospital readmission …",3
Does size matter? An evaluation of institutional internet ranking metrics,2019,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3441943,"I Alsmadi, ZW Taylor - … Internet Ranking Metrics (August 23, 2019), 2019 - papers.ssrn.com",Institutional Internet presence and popularity ranking systems—such as Webometrics—are novel and purport to consider institutional size (in workforce and Internet volume) when ranking institutions of higher education. Using statistical methods and the Google Trends …,3
"Stauffer syndrome, clinical implications and knowledge gaps, does size matter? Case report",2020,https://link.springer.com/article/10.1186/s12894-020-00671-w,"J Chavarriaga, N Fakih, J Cataño, C Villaquiran… - BMC urology, 2020 - Springer","Stauffer Syndrome (SS) is a paraneoplastic disorder associated with renal cell carcinoma (RCC). First described by Herbert Maurice Stauffer in 1961, it is characterized by hepatic dysfunction in the absence of metastasis, and elevated alkaline phosphatase …",3
Does Size Matter? When Small is Good Enough.,2011,http://ceur-ws.org/Vol-718/paper_09.pdf,"AL Gentile, AEC Basave, AS Dadzie, V Lanfranchi… - # MSM, 2011 - ceur-ws.org","This paper reports the observation of the influence of the size of documents on the accuracy of a defined text processing task. Our hypothesis is that based on a specific task (in this case, topic classification), results obtained using longer texts may be approximated by short …",3
An age old question: does size really matter?,2010,https://www.ahajournals.org/doi/abs/10.1161/STROKEAHA.109.569152,"DF Hanley - Stroke, 2010 - Am Heart Assoc","The Intensive Blood Pressure Reduction In Acute Cerebral Hemorrhage Trial (INTERACT) trial suggests that early, intensive blood pressure (BP) lowering can attenuate hematoma extension or growth (HE) 24 hours after intracerebral hemorrhage (ICH). 1 The primary goal …",3
Does size really matter? An investigation of cruise ship size,2013,https://www.ingentaconnect.com/content/cog/ta/2013/00000018/00000001/art00009,"S Lee - Tourism Analysis, 2013 - ingentaconnect.com","The cruise industry is one of the most rapidly growing segments of the tourism industry. Fueling this growth, the cruise lines are building bigger ships. This study investigates the impact of ship size on ship occupancy rate. Secondary data regarding individual voyages …",3
Point-of-care lung ultrasonography for pneumonia in children: does size really matter?,2019,https://adc.bmj.com/content/104/1/2.abstract,"AE Chen - Archives of disease in childhood, 2019 - adc.bmj.com","Lung ultrasonography for the diagnosis of pneumonia has been around since as early as 1970, 1 although it is only in recent years with the growing interest in pointof-care ultrasound that more studies have been published with regard to its use in children. Even though …",3
"The Science-for-Life Partnerships: Does size really matter, and can ICT help?",2015,https://researchcommons.waikato.ac.nz/handle/10289/9804,G Falloon - 2015 - researchcommons.waikato.ac.nz,"This study introduces findings of an initial pilot from a New Zealand government-funded initiative known as Science-for-Life, which aims to enhance the quality of science teaching through the formation of face-to-face and virtual learning partnerships involving crown …",3
Drug-eluting bead transarterial chemoembolization for hepatocellular carcinoma: does size really matter?,2020,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7239370/,"SY Lee, HY Ou, CY Yu, TL Huang… - Diagnostic and …, 2020 - ncbi.nlm.nih.gov",PURPOSE We aimed to compare the safety and effectiveness of 100–300 μm versus 300–500 μm drug-eluting bead transarterial chemoembolization (DEB-TACE) and to investigate the impact of tumor and feeding artery size on treatment outcome of different particle sizes in …,3
How does size matter for military success? Evidence from virtual worlds,2018,https://www.sciencedirect.com/science/article/pii/S0167268118302178,"CD Mildenberger, A Pietri - Journal of Economic Behavior & Organization, 2018 - Elsevier","This paper investigates how differences in military spending translate into probability of victory in a conflict. To do so the paper empirically estimates and compares the four main forms of contest success functions–the Tullock, the logit, the difference, and the relative …",2
Does size matter?: An economic perspective on the population debate,2014,https://search.informit.org/doi/pdf/10.3316/informit.329440748450841,"A Leigh - Policy: A Journal of Public Policy and Ideas, 2014 - search.informit.org","Does size matter?: An economic perspective on the population debate … DOES SIZE 
MATTER? AN ECONOMIC PERSPECTIVE ON THE POPULATION DEBATE … DOES SIZE 
MATTER? AN ECONOMIC PERSPECTIVE ON THE POPULATION DEBATE …",2
Does size matter? Spacious car cockpits may increase the probability of parking violations,2018,https://www.tandfonline.com/doi/abs/10.1080/00140139.2018.1503727,"FC Meier, M Schöbel, MA Feufel - Ergonomics, 2018 - Taylor & Francis","Cockpit design is a core area of human factors and ergonomics (HF/E). Ideally, good design compensates for human capacity limitations by distributing task requirements over human and interface to improve safety and performance. Recent empirical findings suggest that the …",2
FINANCE AND INEQUALITY IN EIGHT ASIAN COUNTRIES: DOES SIZE MATTER?,2018,http://bmeb-bi.org/index.php/BEMP/article/view/930,"M Ibrahim - Buletin Ekonomi Moneter dan Perbankan, 2018 - bmeb-bi.org","The present paper seeks to assess the implications of increasing financial sector size on income inequality in eight Asian countries-Hong Kong, India, Indonesia, Japan, Malaysia, the Philippines, Singapore, and South Korea. Adopting a panel data approach, it document …",2
Does size matter? The effects of enterprise size on the perception of benefits and risks of open innovation projects,2018,https://journalengineering.fe.up.pt/index.php/jim/article/view/2183-0606_006.002_0005,"A Ullrich, G Vladova, M Grum… - Journal of Innovation …, 2018 - journalengineering.fe.up.pt",This article presents an exploratory study investigating the influence of an enterprise's size on its perception and assessment of the benefits and risks expected from participating in open innovation projects. For this purpose an online survey was conducted in Germany …,2
Does Size Matter?,,http://www.ipge.com/images/obesity.pdf,IB Weight - ipge.com,Does Size Matter? What does Obese Mean? … Does Size Matter? …,2
Does size matter? Retrospective analysis of large gynecologic tumors,2017,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5776159/,"T Öge, E Öztürk, ÖT Yalçın - Journal of the Turkish German …, 2017 - ncbi.nlm.nih.gov","Objective: To evaluate the characteristics of patients who underwent surgery due to the presence of a large pelvic-abdominal mass over a 5-year period in a university clinic. Material and Methods: Among 3476 gynecologic operations, intraoperative findings were …",2
Analysis of the impact of EEA stapler size on risk of anastomotic complications in colorectal anastomosis: does size matter?,2020,https://link.springer.com/article/10.1007/s10151-020-02155-3,"TR de Paula, H Simon, M Shah, S Lee-Kong… - Techniques in …, 2020 - Springer","Background Colorectal anastomotic complications are dreaded and dramatically affect outcomes. Causes are multifactorial, with the size of the end-to-end anastomosis (EEA) stapler a modifiable factor and potential target for risk reduction. Our goal was to examine …",2
